ID	x	y	z	cluster
mouse1_lib3.final_cell_0161	3.118621	2.136437	-1.042681	3.000000
mouse1_lib3.final_cell_0162	-9.168390	-1.048928	-7.548279	1.000000
mouse1_lib3.final_cell_0163	-5.938607	-0.105897	0.203993	2.000000
mouse1_lib3.final_cell_0164	3.948891	4.591249	1.724752	3.000000
mouse1_lib3.final_cell_0165	-2.046517	1.676888	14.018906	1.000000
mouse1_lib3.final_cell_0166	3.369189	2.974042	-1.204259	3.000000
mouse1_lib3.final_cell_0167	2.093116	5.290422	-1.816751	3.000000
mouse1_lib3.final_cell_0168	8.765001	-8.464815	-11.185264	1.000000
mouse1_lib3.final_cell_0169	1.882549	-5.275272	4.081275	6.000000
mouse1_lib3.final_cell_0170	3.706228	1.436448	10.130895	2.000000
mouse1_lib3.final_cell_0171	1.080147	-11.080952	6.586917	1.000000
mouse1_lib3.final_cell_0172	-8.870083	-4.670286	7.655589	1.000000
mouse1_lib3.final_cell_0173	0.951592	8.359573	5.425935	1.000000
mouse1_lib3.final_cell_0174	4.000704	2.344267	-0.080705	3.000000
mouse1_lib3.final_cell_0175	3.752125	1.973487	-1.220557	3.000000
mouse1_lib3.final_cell_0176	8.675211	-5.348949	-11.256984	1.000000
mouse1_lib3.final_cell_0177	11.660826	4.465311	12.751668	1.000000
mouse1_lib3.final_cell_0178	-5.575232	-4.821764	-3.865777	1.000000
mouse1_lib3.final_cell_0179	4.867049	2.528410	-0.013486	3.000000
mouse1_lib3.final_cell_0180	3.469203	-1.023910	-0.333904	3.000000
mouse1_lib3.final_cell_0181	-5.744963	-0.593157	14.149204	1.000000
mouse1_lib3.final_cell_0182	-3.421325	-4.591244	-0.883009	1.000000
mouse1_lib3.final_cell_0183	8.570639	10.083611	-13.388808	1.000000
mouse1_lib3.final_cell_0184	2.766492	1.017985	0.174643	2.000000
mouse1_lib3.final_cell_0185	3.428690	0.955981	0.329696	3.000000
mouse1_lib3.final_cell_0186	-1.221177	-7.797418	9.039729	1.000000
mouse1_lib3.final_cell_0187	1.905113	-3.304949	-1.424153	4.000000
mouse1_lib3.final_cell_0188	-8.907822	20.624895	8.757249	1.000000
mouse1_lib3.final_cell_0189	3.796727	2.389528	19.285268	1.000000
mouse1_lib3.final_cell_0190	4.494819	6.124429	2.699838	3.000000
mouse1_lib3.final_cell_0191	-5.322033	-8.300720	0.313431	1.000000
mouse1_lib3.final_cell_0192	-18.945237	5.907761	-12.089803	1.000000
mouse1_lib3.final_cell_0193	-5.458955	-2.819263	-5.867938	1.000000
mouse1_lib3.final_cell_0194	-14.578144	-9.362637	12.069345	1.000000
mouse1_lib3.final_cell_0195	-8.764772	1.524803	1.546864	1.000000
mouse1_lib3.final_cell_0196	-17.202188	2.315075	-1.713977	1.000000
mouse1_lib3.final_cell_0197	2.555380	4.049822	-0.386635	3.000000
mouse1_lib3.final_cell_0198	6.781235	13.793316	4.308129	1.000000
mouse1_lib3.final_cell_0199	-1.819633	-5.070233	3.724250	1.000000
mouse1_lib3.final_cell_0200	-8.872977	0.101293	-0.303211	4.000000
mouse1_lib3.final_cell_0201	-0.698110	-16.371083	1.611204	1.000000
mouse1_lib3.final_cell_0202	3.154763	-3.379272	-0.850563	4.000000
mouse1_lib3.final_cell_0203	10.791396	4.386108	-3.018294	6.000000
mouse1_lib3.final_cell_0204	15.258839	-7.082971	-6.269150	3.000000
mouse1_lib3.final_cell_0205	-11.102864	12.827663	13.947729	1.000000
mouse1_lib3.final_cell_0206	-0.910399	6.440234	3.348645	1.000000
mouse1_lib3.final_cell_0207	6.085088	6.671902	-2.622198	3.000000
mouse1_lib3.final_cell_0208	2.178161	-10.643340	-8.705918	1.000000
mouse1_lib3.final_cell_0209	1.053485	-0.454337	-1.252770	3.000000
mouse1_lib3.final_cell_0210	-18.688744	-1.738688	5.979822	1.000000
mouse1_lib3.final_cell_0211	10.186623	-3.617588	-5.097119	1.000000
mouse1_lib3.final_cell_0212	-6.298642	-5.245318	5.009583	1.000000
mouse1_lib3.final_cell_0213	-18.906542	-9.351560	-14.241784	1.000000
mouse1_lib3.final_cell_0214	3.596957	0.894197	-0.119135	3.000000
mouse1_lib3.final_cell_0215	2.431011	1.753122	0.072703	3.000000
mouse1_lib3.final_cell_0216	3.490735	0.816936	-0.019899	6.000000
mouse1_lib3.final_cell_0217	7.386765	-0.793530	1.660267	3.000000
mouse1_lib3.final_cell_0218	6.732583	-3.282904	-1.600417	3.000000
mouse1_lib3.final_cell_0219	-5.254450	6.697471	1.999673	1.000000
mouse1_lib3.final_cell_0220	2.578746	-6.681366	-3.336282	4.000000
mouse1_lib3.final_cell_0221	5.280673	2.675786	5.865345	3.000000
mouse1_lib3.final_cell_0222	2.475498	-4.312853	-0.220181	4.000000
mouse1_lib3.final_cell_0223	-2.063517	-10.579597	-12.832683	1.000000
mouse1_lib3.final_cell_0224	-18.485791	-1.328453	-2.791673	1.000000
mouse1_lib3.final_cell_0225	2.544717	-2.697462	-0.340960	4.000000
mouse1_lib3.final_cell_0226	-5.969477	14.685263	11.027108	1.000000
mouse1_lib3.final_cell_0227	-0.904471	-5.216192	-2.351366	1.000000
mouse1_lib3.final_cell_0228	4.050870	-4.192841	2.584049	3.000000
mouse1_lib3.final_cell_0229	2.892330	-0.950105	8.060489	3.000000
mouse1_lib3.final_cell_0230	17.212393	-17.539552	1.574876	4.000000
mouse1_lib3.final_cell_0231	2.035353	-4.377262	-2.100831	3.000000
mouse1_lib3.final_cell_0232	4.340158	1.226152	0.709830	3.000000
mouse1_lib3.final_cell_0233	-24.944659	0.648028	-2.148144	1.000000
mouse1_lib3.final_cell_0234	2.723056	1.589906	2.851031	3.000000
mouse1_lib3.final_cell_0235	-0.627749	-1.916093	-2.250189	3.000000
mouse1_lib3.final_cell_0236	4.354270	-2.735190	0.235564	3.000000
mouse1_lib3.final_cell_0237	1.708383	4.554242	1.337655	3.000000
mouse1_lib3.final_cell_0238	-3.994915	5.298483	4.913390	1.000000
mouse1_lib3.final_cell_0239	5.396203	0.588376	-6.739851	3.000000
mouse1_lib3.final_cell_0240	9.861899	7.067853	2.716167	3.000000
mouse1_lib3.final_cell_0241	5.939615	2.398418	1.338004	3.000000
mouse1_lib3.final_cell_0242	-7.783451	-21.682475	0.344530	1.000000
mouse1_lib3.final_cell_0243	6.982540	1.629105	-4.922538	3.000000
mouse1_lib3.final_cell_0244	5.293490	-0.237567	-0.842825	3.000000
mouse1_lib3.final_cell_0245	2.800776	-6.323702	0.431066	1.000000
mouse1_lib3.final_cell_0246	2.089458	-2.461183	5.640227	1.000000
mouse1_lib3.final_cell_0247	4.045909	1.513057	-0.544066	3.000000
mouse1_lib3.final_cell_0248	5.198905	-5.762804	-2.231630	2.000000
mouse1_lib3.final_cell_0249	5.381582	0.510209	7.544586	3.000000
mouse1_lib3.final_cell_0250	-9.520155	1.094861	0.121448	4.000000
mouse1_lib3.final_cell_0251	2.910689	-2.555259	0.539487	3.000000
mouse1_lib3.final_cell_0252	7.865102	5.944493	-4.181495	3.000000
mouse1_lib3.final_cell_0253	10.059639	1.621722	-0.552230	2.000000
mouse1_lib3.final_cell_0254	7.310043	10.575078	-8.103013	3.000000
